nb_mots,nb_liens,nb_mots_sensibles,score_html,est_reponse,domaine_expediteur,jour_semaine,label
160,1,3,0.660058172583868,1,yahoo.com,Jeudi,0
81,2,2,0.41454955314796216,0,yahoo.com,Mardi,0
144,1,1,0.009787888706205283,0,entreprise.ma,Mercredi,0
144,0,1,0.6143609437085114,0,banque.ma,Vendredi,0
85,1,4,0.1224272985556355,0,yahoo.com,Mardi,0
144,2,0,0.3785668501891366,1,yahoo.com,Lundi,0
166,2,0,0.2613670924884023,0,yahoo.com,Vendredi,0
86,2,0,0.36116340227109933,0,gmail.com,Mercredi,0
92,1,0,0.4926955815009496,1,entreprise.ma,Lundi,0
150,1,0,0.3592095324895145,1,yahoo.com,Vendredi,0
128,2,0,0.5527318705895392,0,inconnu,Jeudi,0
136,0,1,0.23864969023285376,0,outlook.com,Dimanche,0
130,0,2,0.6353617674283816,0,gmail.com,Samedi,0
131,1,0,0.8537630041248534,0,gmail.com,Vendredi,0
80,2,1,0.2240670469152124,0,yahoo.com,Lundi,0
151,3,0,0.5078772158556225,0,gmail.com,Mardi,0
155,2,0,0.6486897845498887,0,yahoo.com,Dimanche,0
113,1,0,0.5646261312134161,0,gmail.com,Mardi,0
118,2,0,0.36564944619222595,0,inconnu,Vendredi,0
74,1,0,0.6421997080057483,0,gmail.com,Vendredi,0
135,3,0,0.02824620621007623,0,outlook.com,Mercredi,0
137,1,2,0.369906231996433,0,gmail.com,Jeudi,0
118,0,2,0.5326122146410032,0,yahoo.com,Mercredi,0
153,1,0,0.020613158835864676,0,gmail.com,Samedi,0
109,0,0,0.5076488296842998,0,yahoo.com,Mercredi,0
136,3,2,0.6542544607656283,0,yahoo.com,Mardi,0
89,1,0,0.7592076977130451,0,outlook.com,Mardi,0
119,2,1,0.1133740814094304,1,outlook.com,Lundi,0
114,1,0,0.9905648748916949,1,outlook.com,Samedi,0
126,4,1,0.6061677013350956,0,entreprise.ma,Samedi,0
108,0,2,0.36319379261233,0,banque.ma,Mercredi,0
116,0,0,0.2490928544567138,1,entreprise.ma,Dimanche,0
144,2,0,0.5728968616834146,1,gmail.com,Lundi,0
106,1,0,0.8817116471665708,1,inconnu,Vendredi,0
71,2,1,0.5205653961413648,0,inconnu,Lundi,0
172,1,0,0.6614720556049603,1,entreprise.ma,Mardi,0
161,1,0,0.3576964395405602,0,yahoo.com,Mercredi,0
81,0,0,0.3881522880889726,0,gmail.com,Mardi,0
140,2,0,0.286175105771892,0,entreprise.ma,Vendredi,0
104,1,1,0.7056372943682397,0,banque.ma,Jeudi,0
127,0,0,0.35918755341656505,0,outlook.com,Dimanche,0
128,2,0,0.19071640404123924,0,outlook.com,Samedi,0
112,2,1,0.3694005711662379,1,gmail.com,Mercredi,0
96,1,1,0.8538272078327562,0,yahoo.com,Mardi,0
99,1,1,0.7382520435769234,1,entreprise.ma,Jeudi,0
92,2,2,0.3346408444635639,0,gmail.com,Vendredi,1
95,1,0,0.9068089648367024,0,outlook.com,Jeudi,0
117,1,2,0.07483263511746696,0,entreprise.ma,Mardi,0
98,2,0,0.04975379141364322,0,gmail.com,Mardi,0
140,0,1,0.12747035478524127,1,gmail.com,Vendredi,0
164,3,1,0.1164547558586031,0,entreprise.ma,Vendredi,0
102,2,0,0.08783431501234051,0,gmail.com,Jeudi,0
127,1,1,0.6613426119979924,1,yahoo.com,Jeudi,0
134,3,2,0.6008423796554239,0,entreprise.ma,Samedi,0
134,5,2,0.6476055105817147,0,entreprise.ma,Samedi,0
122,1,1,0.68836605416203,0,banque.ma,Mardi,0
142,1,0,0.7568797524806798,0,yahoo.com,Vendredi,0
134,2,1,0.20717692748641037,0,yahoo.com,Lundi,0
82,2,0,0.6223035132347998,0,entreprise.ma,Vendredi,0
146,0,0,0.5800486593363733,0,outlook.com,Mercredi,0
146,0,1,0.9436600258034737,0,outlook.com,Mercredi,0
97,4,1,0.23236772423964858,1,yahoo.com,Vendredi,0
121,1,0,0.058722934374331404,1,yahoo.com,Jeudi,0
140,0,0,0.6534950697145432,0,yahoo.com,Mercredi,0
113,0,1,0.7401728402367118,0,yahoo.com,Dimanche,0
152,2,0,0.28319600580755067,0,gmail.com,Samedi,0
190,2,0,0.570848430939669,0,inconnu,Mardi,0
96,3,0,0.059536065534150584,0,gmail.com,Mardi,0
78,1,0,0.960044841168289,1,gmail.com,Dimanche,0
129,2,0,0.10992497329916862,1,yahoo.com,Dimanche,0
141,2,1,0.06757053615199571,0,outlook.com,Mardi,0
113,2,1,0.04411015949461905,0,inconnu,Samedi,0
163,0,0,0.42727190650335267,0,entreprise.ma,Vendredi,0
79,1,1,0.09715974345719003,1,entreprise.ma,Mercredi,0
140,2,1,0.7446482409555752,1,banque.ma,Jeudi,0
101,0,1,0.8988741606264057,0,inconnu,Samedi,0
171,0,1,0.26021893232485704,0,gmail.com,Samedi,0
179,3,2,0.6287731192513989,0,yahoo.com,Mardi,0
97,2,0,0.04233844701181777,0,yahoo.com,Dimanche,0
103,2,3,0.3865644716927954,0,yahoo.com,Samedi,0
145,1,0,0.29294211342772836,0,outlook.com,Samedi,0
108,1,1,0.22861909644035883,0,yahoo.com,Jeudi,0
118,0,1,0.6447234896286991,0,outlook.com,Samedi,0
120,3,1,0.1302279463585363,0,yahoo.com,Mardi,0
62,1,1,0.8607105232969884,0,gmail.com,Samedi,0
119,0,1,0.6648359063687347,0,yahoo.com,Vendredi,0
99,3,0,0.710735178688058,0,entreprise.ma,Mardi,0
105,1,1,0.9353443086576682,1,outlook.com,Vendredi,0
163,2,3,0.9423728715025147,0,inconnu,Dimanche,0
82,1,1,0.5516523238192358,0,entreprise.ma,Mercredi,0
144,0,2,0.49537981728598046,0,yahoo.com,Dimanche,0
111,2,0,0.3353816082269101,0,gmail.com,Dimanche,0
111,0,0,0.7155716102024683,0,outlook.com,Mercredi,0
143,1,1,0.538208886979813,0,entreprise.ma,Jeudi,0
130,1,1,0.9328750797401246,1,yahoo.com,Samedi,0
137,1,2,0.23862594871260534,0,gmail.com,Mardi,0
149,1,2,0.31025268625049074,1,outlook.com,Mercredi,0
110,1,0,0.3160904474199687,0,gmail.com,Samedi,0
101,0,0,0.805998454556707,0,inconnu,Lundi,0
87,5,0,0.09904033184215233,0,outlook.com,Lundi,0
95,0,0,0.4556491209889797,1,gmail.com,Jeudi,0
208,0,0,0.4275807369730473,1,gmail.com,Samedi,0
157,3,0,0.0731396210137586,1,entreprise.ma,Dimanche,0
79,1,1,0.41079699854434715,0,entreprise.ma,Mercredi,0
80,3,1,0.5133779832839813,0,outlook.com,Vendredi,0
134,2,2,0.06510469250491324,0,outlook.com,Samedi,0
136,2,1,0.5098621284446674,0,outlook.com,Lundi,0
136,1,1,0.9592379046834011,0,yahoo.com,Samedi,0
112,2,0,0.9789143231615323,0,inconnu,Mercredi,0
116,0,0,0.5316797785898112,0,yahoo.com,Vendredi,0
129,1,1,0.515096932602959,0,gmail.com,Mardi,0
122,0,1,0.28550816641639143,0,gmail.com,Dimanche,0
53,1,1,0.9971154717121016,1,gmail.com,Samedi,0
113,0,0,0.27422917102522604,0,yahoo.com,Mercredi,0
94,1,0,0.45290130043995636,0,outlook.com,Mardi,0
125,1,1,0.0029340578026765263,0,gmail.com,Lundi,0
209,3,0,0.3492322909091369,0,banque.ma,Mardi,0
131,0,1,0.07144030060882389,0,outlook.com,Lundi,0
110,0,0,0.7438247703851323,1,gmail.com,Jeudi,0
147,2,0,0.5610144530299322,0,gmail.com,Jeudi,0
134,1,0,0.5721718772876565,0,yahoo.com,Lundi,0
132,4,0,0.286511285899703,0,gmail.com,Vendredi,0
138,0,0,0.8148962902529736,0,gmail.com,Jeudi,0
181,1,0,0.003270925331250174,0,gmail.com,Dimanche,0
86,2,0,0.3336011791641921,0,yahoo.com,Vendredi,0
134,4,2,0.6594974904588677,0,gmail.com,Vendredi,0
92,3,0,0.907922537416921,1,gmail.com,Vendredi,0
136,1,0,0.23461595692523307,0,banque.ma,Mercredi,0
92,1,1,0.541100051727418,0,gmail.com,Samedi,0
107,2,0,0.537991420533321,0,yahoo.com,Dimanche,0
111,0,0,0.8741743690436998,0,gmail.com,Mercredi,0
149,1,0,0.05051688955984235,0,gmail.com,Samedi,0
147,0,1,0.4244755610707073,1,entreprise.ma,Samedi,0
82,1,1,0.18246567479193154,1,gmail.com,Vendredi,0
121,0,2,0.021532600298598048,0,gmail.com,Lundi,0
98,4,1,0.14703094052048282,0,outlook.com,Samedi,0
82,1,2,0.9764706728481991,1,gmail.com,Jeudi,0
113,5,0,0.2148485095202679,1,yahoo.com,Mardi,0
110,1,0,0.9350307733358,0,gmail.com,Mercredi,0
192,0,1,0.20525434263094167,0,gmail.com,Mercredi,0
132,2,0,0.9312952273844844,1,gmail.com,Dimanche,0
78,1,0,0.6546209352003144,0,inconnu,Mardi,0
103,2,1,0.11321857750192676,0,yahoo.com,Vendredi,0
150,3,1,0.5819151551265778,0,outlook.com,Dimanche,0
182,2,0,0.3185140375402786,1,outlook.com,Dimanche,0
72,0,0,0.3831531559780702,0,entreprise.ma,Samedi,0
63,1,0,0.44017095783497306,0,outlook.com,Dimanche,0
176,2,3,0.42270702253033454,0,entreprise.ma,Mardi,0
131,0,0,0.6641088904830289,1,yahoo.com,Vendredi,0
93,0,0,0.7683680685907631,0,yahoo.com,Dimanche,0
136,4,0,0.32917768920112134,1,entreprise.ma,Mercredi,0
40,1,0,0.9243639616856898,1,banque.ma,Dimanche,0
120,2,1,0.9384663140188765,0,gmail.com,Mardi,1
129,2,0,0.0406904371511434,0,yahoo.com,Samedi,0
147,0,1,0.014908788883018498,0,outlook.com,Lundi,0
89,2,2,0.425066330151061,1,gmail.com,Jeudi,0
122,3,0,0.5906452509876585,0,inconnu,Jeudi,0
92,2,1,0.2779047474520616,0,yahoo.com,Jeudi,0
127,2,0,0.25941375108577436,0,outlook.com,Mardi,0
93,0,1,0.6783338297091906,0,gmail.com,Dimanche,0
107,0,0,0.6017042846555698,0,gmail.com,Dimanche,0
90,3,1,0.16714687499310965,0,gmail.com,Samedi,0
139,1,0,0.8845009632651588,0,gmail.com,Vendredi,0
145,1,0,0.6799760701610699,1,yahoo.com,Samedi,0
112,1,0,0.3625762491690083,0,entreprise.ma,Samedi,0
121,2,0,0.68362468999115,0,yahoo.com,Dimanche,0
76,3,1,0.11265308676781594,1,gmail.com,Dimanche,0
111,2,1,0.4682561245740561,0,gmail.com,Mercredi,0
118,1,0,0.1689844095595593,0,outlook.com,Jeudi,0
198,0,0,0.04143124612843663,1,yahoo.com,Mardi,0
86,0,0,0.33832627028829976,1,inconnu,Jeudi,0
163,1,0,0.15073548348078325,0,entreprise.ma,Samedi,0
149,2,0,0.6335179569538247,1,entreprise.ma,Vendredi,0
128,2,0,0.6740678940177103,0,gmail.com,Dimanche,0
172,2,2,0.14869230622660334,0,entreprise.ma,Lundi,0
131,0,0,0.024613005603426275,1,gmail.com,Dimanche,0
131,3,2,0.7928105616351604,0,outlook.com,Lundi,0
118,2,2,0.0020570207285622866,0,yahoo.com,Dimanche,0
156,3,0,0.3439130891837887,0,outlook.com,Samedi,0
152,1,0,0.4945832980456698,0,gmail.com,Mercredi,0
101,2,0,0.8186421885384328,0,yahoo.com,Lundi,0
80,1,0,0.8385586427461407,0,gmail.com,Lundi,0
113,2,2,0.7249394406104555,0,gmail.com,Dimanche,0
95,1,1,0.24719762253989785,0,outlook.com,Mardi,0
118,2,0,0.7201869343191708,0,inconnu,Dimanche,0
157,0,0,0.24653919787694167,0,entreprise.ma,Mardi,0
106,0,1,0.21460819173170165,0,yahoo.com,Mercredi,0
118,2,0,0.5471279542305324,1,gmail.com,Samedi,0
121,0,0,0.6788544438340626,0,gmail.com,Dimanche,0
145,0,0,0.05305176591168059,0,gmail.com,Mercredi,0
52,2,0,0.06002260112460844,0,inconnu,Samedi,0
101,1,0,0.7841706868167898,0,yahoo.com,Mardi,0
126,6,1,0.8594972509654798,0,entreprise.ma,Dimanche,0
156,1,0,0.604440916341894,0,entreprise.ma,Lundi,0
105,1,0,0.42882800970688595,0,outlook.com,Samedi,0
63,0,0,0.8453164795991859,0,inconnu,Vendredi,0
138,1,1,0.7288170327753302,0,gmail.com,Lundi,0
100,1,1,0.5795941984312686,0,yahoo.com,Lundi,0
84,4,0,0.3197571219487634,0,banque.ma,Vendredi,0
101,0,1,0.19799506165681624,1,outlook.com,Mercredi,0
114,1,1,0.41867303927151567,1,gmail.com,Mardi,0
101,0,1,0.28682257596021155,0,gmail.com,Mercredi,0
53,1,1,0.33925858773446094,1,entreprise.ma,Mercredi,0
146,1,2,0.5156310553120325,0,gmail.com,Dimanche,0
158,0,1,0.16909395695160978,0,inconnu,Dimanche,0
139,0,0,0.8061766800738255,0,gmail.com,Mercredi,0
85,0,0,0.14552946171476744,0,outlook.com,Mardi,0
113,2,1,0.4809936394209524,0,outlook.com,Mercredi,0
119,1,1,0.7459713380804366,0,outlook.com,Dimanche,0
137,1,0,0.48502070768959626,1,yahoo.com,Mercredi,0
140,2,1,0.36102206358863875,1,banque.ma,Jeudi,0
97,4,0,0.47489130582275096,1,outlook.com,Lundi,0
122,2,0,0.8486706988741405,1,entreprise.ma,Dimanche,0
133,0,1,0.9904316982839576,1,gmail.com,Jeudi,0
163,1,0,0.6311432892894355,0,gmail.com,Mardi,0
141,1,1,0.7934440426487007,0,gmail.com,Samedi,0
143,4,1,0.014488686159288666,0,gmail.com,Samedi,0
122,0,0,0.8803644095245726,0,outlook.com,Vendredi,0
162,1,1,0.9540497599279182,0,yahoo.com,Samedi,0
132,1,2,0.5751693417575705,1,entreprise.ma,Vendredi,0
94,2,0,0.7538048620602198,1,gmail.com,Samedi,0
162,1,0,0.5127447429600749,0,yahoo.com,Jeudi,0
140,5,3,0.2862037404555897,0,banque.ma,Jeudi,0
106,2,0,0.8522479719830128,1,inconnu,Jeudi,0
105,0,1,0.5968367119959418,0,inconnu,Lundi,0
128,1,1,0.579383083791407,0,entreprise.ma,Mardi,0
133,2,0,0.6591322038412064,1,outlook.com,Dimanche,0
125,1,0,0.8560031658288484,1,inconnu,Samedi,0
129,1,0,0.7319061257709644,0,entreprise.ma,Samedi,0
170,1,0,0.21112419421574524,1,inconnu,Samedi,0
152,0,0,0.46682354440731955,0,gmail.com,Mercredi,0
125,0,0,0.9802983319862062,0,inconnu,Jeudi,0
148,0,0,0.5545607137627746,0,outlook.com,Lundi,0
89,3,2,0.9382453534707986,0,gmail.com,Vendredi,0
131,0,0,0.813369486313056,0,gmail.com,Dimanche,0
174,1,0,0.6660234418087588,1,banque.ma,Dimanche,0
113,2,0,0.34936520265975524,0,yahoo.com,Vendredi,0
94,1,1,0.304319347525439,0,inconnu,Vendredi,0
100,1,0,0.6434210652975879,0,gmail.com,Jeudi,0
87,1,1,0.4325612408464108,0,yahoo.com,Vendredi,0
96,1,1,0.7987536228167271,1,gmail.com,Vendredi,0
108,1,0,0.7604567395401959,0,yahoo.com,Vendredi,0
77,2,0,0.3121304867385143,0,outlook.com,Mercredi,0
120,2,2,0.702728783061762,0,outlook.com,Vendredi,0
147,1,0,0.49455019009718404,1,gmail.com,Lundi,0
92,1,0,0.32329210081399706,0,gmail.com,Jeudi,0
165,2,2,0.41296659276464,0,gmail.com,Samedi,0
135,1,0,0.8953518672122619,1,banque.ma,Mercredi,0
150,2,0,0.3595176921225405,0,gmail.com,Mercredi,0
100,1,0,0.287399273319458,0,yahoo.com,Jeudi,0
145,3,2,0.3518072207101378,1,yahoo.com,Vendredi,0
87,2,0,0.2146184362086917,0,entreprise.ma,Samedi,0
146,1,0,0.5446349873963287,1,gmail.com,Samedi,0
125,2,0,0.14743643632253223,0,gmail.com,Vendredi,0
136,4,1,0.8174437864369164,0,outlook.com,Mardi,0
84,0,2,0.2255802472456261,0,inconnu,Vendredi,0
93,3,2,0.5980550275396457,1,outlook.com,Dimanche,0
137,1,0,0.12502549891989356,1,gmail.com,Samedi,0
91,3,1,0.9784531482143263,0,yahoo.com,Lundi,0
133,0,0,0.45457545889364714,0,inconnu,Vendredi,0
78,0,2,0.8221713407588145,0,yahoo.com,Jeudi,0
145,1,0,0.7686478356499837,0,yahoo.com,Vendredi,0
83,4,1,0.7136930471456788,0,yahoo.com,Jeudi,0
136,2,1,0.8273648712046098,1,inconnu,Mercredi,0
138,3,1,0.10046360865970583,1,entreprise.ma,Mardi,0
99,2,0,0.6784971974719621,1,outlook.com,Mercredi,0
137,4,0,0.26582723527378116,0,gmail.com,Jeudi,0
127,5,0,0.7858716640665898,1,outlook.com,Dimanche,0
103,2,1,0.9568687598478888,1,yahoo.com,Mardi,0
89,1,0,0.9014895298426958,0,gmail.com,Mercredi,0
61,2,0,0.1149522224736661,0,banque.ma,Vendredi,0
130,2,0,0.369552420672821,0,yahoo.com,Samedi,0
73,1,1,0.36432275719759977,0,gmail.com,Dimanche,0
122,3,0,0.12229626635953061,1,inconnu,Samedi,0
112,2,0,0.09812605334682745,0,gmail.com,Dimanche,0
140,3,0,0.3848901349691817,1,entreprise.ma,Vendredi,0
110,0,0,0.9920715504965113,0,outlook.com,Dimanche,0
110,1,0,0.5689426510662752,1,inconnu,Mardi,0
141,1,1,0.6217816286042562,1,entreprise.ma,Mercredi,0
130,1,0,0.47101891001868235,0,entreprise.ma,Lundi,0
129,1,1,0.6623305523040228,1,gmail.com,Lundi,0
134,0,1,0.9566620807447695,0,yahoo.com,Lundi,0
73,1,1,0.5886979536143918,0,inconnu,Mercredi,1
142,3,0,0.06503845972119326,0,gmail.com,Samedi,0
138,4,1,0.4928905691681986,0,entreprise.ma,Mercredi,0
89,1,1,0.9927512732519512,1,gmail.com,Dimanche,0
112,0,0,0.3874027205942633,0,gmail.com,Mercredi,0
118,1,1,0.5938812372144722,0,gmail.com,Jeudi,0
115,0,0,0.106636763428817,1,gmail.com,Samedi,0
130,1,0,0.1411804987365669,0,inconnu,Lundi,0
162,2,1,0.8746814531539625,0,banque.ma,Lundi,0
152,3,0,0.30034462825161146,0,yahoo.com,Lundi,0
80,2,1,0.305451273354593,0,entreprise.ma,Samedi,0
138,0,0,0.38721299600232817,0,outlook.com,Jeudi,0
159,0,0,0.9664786729045225,0,entreprise.ma,Jeudi,0
131,1,0,0.08439049603687643,0,entreprise.ma,Dimanche,0
152,1,0,0.8187641025513349,0,gmail.com,Dimanche,0
180,4,1,0.34155787646598645,0,yahoo.com,Mercredi,0
150,1,0,0.8494680259854749,1,outlook.com,Samedi,0
127,2,0,0.9917556495045424,0,inconnu,Dimanche,0
151,0,0,0.34866741021174785,1,outlook.com,Samedi,0
124,3,1,0.12935636621235524,1,banque.ma,Lundi,0
120,1,0,0.14437549798292826,1,entreprise.ma,Lundi,0
109,1,0,0.758740890949186,0,outlook.com,Samedi,0
166,2,1,0.14492155233813653,1,banque.ma,Vendredi,0
95,3,0,0.2604215685346366,1,yahoo.com,Samedi,0
165,0,1,0.20439834366207976,0,yahoo.com,Dimanche,0
134,3,1,0.3556785640309825,0,entreprise.ma,Vendredi,0
78,4,0,0.07436657514968747,0,gmail.com,Vendredi,0
131,5,0,0.856742482407258,0,gmail.com,Jeudi,0
56,0,3,0.8601463118009935,0,outlook.com,Dimanche,0
138,0,0,0.41293289848268977,0,yahoo.com,Mercredi,0
146,0,1,0.6120875690234753,0,inconnu,Mardi,0
102,0,1,0.6419515709043047,1,inconnu,Lundi,0
123,1,1,0.7492581153459288,0,yahoo.com,Dimanche,0
178,1,0,0.5206900875440511,0,yahoo.com,Vendredi,0
104,0,1,0.510336045441686,0,entreprise.ma,Lundi,0
88,0,0,0.6313037773282109,0,yahoo.com,Lundi,0
164,2,0,0.7030483956698775,0,gmail.com,Lundi,0
178,3,2,0.34669037702925176,1,entreprise.ma,Samedi,0
120,3,0,0.3303704732688151,0,entreprise.ma,Mercredi,0
150,0,0,0.2697184040959092,0,gmail.com,Lundi,0
160,4,1,0.5488465553127485,0,entreprise.ma,Dimanche,0
97,2,0,0.3601556895557724,1,outlook.com,Mercredi,0
105,1,0,0.5403132677076319,1,gmail.com,Mardi,0
156,0,1,0.40598476582692156,0,outlook.com,Mardi,0
170,2,0,0.8367341825526609,0,gmail.com,Jeudi,0
136,1,0,0.07313023974546073,1,gmail.com,Lundi,0
93,2,1,0.5722105936046746,1,entreprise.ma,Vendredi,0
179,3,0,0.5756237505871977,0,inconnu,Jeudi,1
104,2,0,0.38371731053869984,0,gmail.com,Samedi,0
109,4,0,0.4210208945631432,0,inconnu,Dimanche,0
130,2,1,0.8001313608829286,0,gmail.com,Dimanche,0
166,0,0,0.28067371026033483,0,gmail.com,Jeudi,0
145,2,0,0.8714037914261629,0,gmail.com,Mardi,0
132,0,0,0.8963433041346933,0,gmail.com,Vendredi,0
133,3,1,0.650619304402196,0,yahoo.com,Lundi,0
121,0,1,0.7728577137080984,1,inconnu,Lundi,0
136,1,0,0.6129475283544884,1,gmail.com,Mardi,0
44,0,0,0.5252591137465916,0,yahoo.com,Samedi,0
111,2,1,0.9666777542502296,1,entreprise.ma,Mercredi,0
127,0,1,0.28265496422746417,0,gmail.com,Mardi,0
85,1,1,0.15415094664311213,0,outlook.com,Vendredi,0
131,0,1,0.28748536314251527,0,yahoo.com,Mercredi,0
113,1,1,0.6146256083794451,1,gmail.com,Vendredi,0
172,3,0,0.18518343810114368,1,entreprise.ma,Lundi,0
167,2,0,0.9088140432263141,1,gmail.com,Mercredi,0
106,0,0,0.4110244006653927,0,gmail.com,Vendredi,0
115,1,0,0.8499628782918436,1,yahoo.com,Dimanche,0
117,2,0,0.24923654452881672,1,yahoo.com,Lundi,0
106,1,2,0.31316835508274754,0,outlook.com,Vendredi,0
125,1,1,0.059223397172496584,1,yahoo.com,Mercredi,0
97,1,0,0.25776769218557394,0,outlook.com,Lundi,0
86,0,1,0.4903138189633014,1,outlook.com,Vendredi,0
138,1,1,0.9461369177232423,0,yahoo.com,Jeudi,0
138,0,0,0.3889029738914982,0,inconnu,Mercredi,0
95,0,0,0.6397438794833459,1,inconnu,Mercredi,0
146,2,2,0.42771011746878795,0,outlook.com,Mercredi,0
101,1,1,0.046791850767941234,0,gmail.com,Samedi,0
127,2,1,0.5035326258967027,0,yahoo.com,Lundi,0
144,2,0,0.06591364670392086,1,gmail.com,Mercredi,0
118,1,1,0.883699924597536,0,yahoo.com,Vendredi,0
133,2,0,0.753036961950914,1,gmail.com,Dimanche,0
104,0,1,0.3786514712523662,1,entreprise.ma,Jeudi,0
114,0,1,0.6402186661912898,0,gmail.com,Vendredi,0
113,5,0,0.1120281553133321,0,inconnu,Vendredi,0
97,0,1,0.7025549869626508,0,gmail.com,Mercredi,0
114,0,0,0.8227324089914695,0,outlook.com,Jeudi,0
73,1,2,0.8217456485382345,0,inconnu,Jeudi,0
105,0,1,0.28427754769065583,0,gmail.com,Dimanche,0
111,0,0,0.26374619527682663,0,inconnu,Jeudi,0
112,0,0,0.5213976879026785,0,yahoo.com,Jeudi,0
112,1,1,0.9677721619298484,1,inconnu,Mardi,0
118,2,2,0.9205229776060853,0,inconnu,Dimanche,0
134,0,0,0.3596384817559818,1,gmail.com,Dimanche,0
146,1,0,0.7798295061830441,0,entreprise.ma,Jeudi,0
100,1,0,0.9213177640914574,0,gmail.com,Mercredi,0
83,2,1,0.260926465717605,0,gmail.com,Samedi,0
88,1,1,0.8302956496029398,0,gmail.com,Jeudi,0
105,1,0,0.26789562690917657,1,gmail.com,Vendredi,0
109,3,0,0.34328212588721063,0,outlook.com,Mardi,0
96,1,1,0.19882069085075416,0,yahoo.com,Vendredi,0
81,0,0,0.5070797990727135,0,entreprise.ma,Mercredi,0
106,0,3,0.8433108942612412,0,gmail.com,Mercredi,0
125,0,0,0.5280521374355123,0,inconnu,Dimanche,0
137,2,2,0.12344000969309754,0,gmail.com,Samedi,0
103,5,0,0.25177593222717,0,gmail.com,Samedi,0
107,4,0,0.5628618672813389,0,entreprise.ma,Jeudi,0
92,1,0,0.5831874555705602,0,banque.ma,Dimanche,0
119,0,1,0.5769059035448698,1,entreprise.ma,Samedi,0
94,3,1,0.07700349250621596,0,yahoo.com,Mercredi,0
137,3,1,0.7536958926347542,0,gmail.com,Mardi,0
66,2,0,0.9094281989890066,0,gmail.com,Dimanche,0
109,0,0,0.5105189477298999,0,yahoo.com,Samedi,0
129,1,1,0.7188292867718629,0,yahoo.com,Vendredi,0
125,1,0,0.9140154920365512,0,gmail.com,Mercredi,0
200,2,1,0.6426227549480159,0,outlook.com,Samedi,0
130,4,3,0.6743257244310511,0,entreprise.ma,Samedi,0
89,1,0,0.7214044133839546,1,entreprise.ma,Mercredi,0
117,1,1,0.26050245145406514,1,gmail.com,Mardi,0
66,1,0,0.5826778747168274,0,outlook.com,Lundi,0
117,2,1,0.8421751145444563,0,gmail.com,Lundi,0
95,2,2,0.2961627302607507,0,gmail.com,Mardi,0
147,3,0,0.8971704995968602,1,entreprise.ma,Mercredi,0
103,0,0,0.620381949765632,1,outlook.com,Mardi,0
116,0,0,0.4231748514330562,0,entreprise.ma,Mardi,0
100,3,0,0.623182961400293,0,gmail.com,Lundi,0
172,0,0,0.40185990568907637,1,inconnu,Jeudi,0
110,2,0,0.8380356018481746,1,gmail.com,Samedi,0
174,1,0,0.4823185800675971,0,banque.ma,Mercredi,0
144,1,0,0.9012133597543367,0,yahoo.com,Vendredi,0
134,1,1,0.5098080808478265,0,gmail.com,Mardi,0
131,1,0,0.6603683896373872,0,gmail.com,Dimanche,0
131,0,1,0.9977444210068506,0,gmail.com,Lundi,0
62,2,0,0.14696584100854115,0,yahoo.com,Jeudi,0
111,3,1,0.7367291487334057,1,inconnu,Dimanche,0
145,3,0,0.13887222791593357,1,gmail.com,Mercredi,0
118,1,2,0.8388663657643962,1,outlook.com,Dimanche,0
77,2,3,0.5964533811620116,0,banque.ma,Mardi,0
118,2,1,0.9381595606064592,0,outlook.com,Lundi,0
171,2,0,0.8659566019448683,0,yahoo.com,Mardi,0
157,1,0,0.07487203746882343,0,inconnu,Vendredi,0
118,3,3,0.1373025416788609,0,gmail.com,Dimanche,0
148,1,0,0.6011709286068252,0,yahoo.com,Mercredi,0
109,1,0,0.5183146399420748,0,entreprise.ma,Samedi,0
68,1,0,0.16856513061344458,0,gmail.com,Mercredi,0
92,1,1,0.1293592282716498,0,entreprise.ma,Mercredi,0
166,3,1,0.5639907834416131,0,gmail.com,Mercredi,0
111,1,0,0.04892154797499948,0,gmail.com,Lundi,0
112,3,1,0.873735302953439,1,gmail.com,Vendredi,0
111,4,0,0.8070829198026205,0,inconnu,Mardi,0
177,1,0,0.7853699717110894,0,banque.ma,Lundi,0
168,2,2,0.015997147040741067,0,gmail.com,Dimanche,0
186,0,3,0.047640943412737946,1,gmail.com,Jeudi,0
115,3,0,0.5498391211507286,0,yahoo.com,Mercredi,0
128,1,0,0.9944256888941777,1,outlook.com,Mercredi,0
74,2,1,0.34231620097135174,0,banque.ma,Mardi,0
164,1,0,0.34437481640534395,0,inconnu,Mercredi,0
84,2,1,0.13427796686198334,1,entreprise.ma,Mercredi,0
126,1,2,0.6743358037395014,0,outlook.com,Mardi,0
87,4,2,0.6466766889940057,0,gmail.com,Vendredi,0
102,1,2,0.10132241637915906,0,gmail.com,Lundi,0
94,1,0,0.46741228706835114,0,outlook.com,Vendredi,0
101,1,0,0.6670749088219743,0,yahoo.com,Mardi,0
103,2,0,0.49351613632192703,0,entreprise.ma,Samedi,0
103,0,0,0.6743635818647555,0,gmail.com,Dimanche,0
145,1,1,0.8162703974314898,1,gmail.com,Dimanche,0
86,2,1,0.6858154331217676,0,yahoo.com,Samedi,0
126,1,0,0.6161142358305238,0,inconnu,Samedi,0
156,1,2,0.8535902569444932,0,entreprise.ma,Mercredi,0
104,3,0,0.9005885678697881,0,gmail.com,Dimanche,0
